city,date,temperature_2m_max,wind_speed_10m_max,rain_sum,forecast_rain_sum,forecast_error_mm,bust_probability
Delhi,2000-03-27,32.5,10.5,0.0,2.7462063531062224,2.7462063531062224,18
Delhi,2000-03-28,33.8,10.9,0.0,0.9862533289790534,0.9862533289790534,6
Delhi,2000-03-29,35.0,9.9,0.0,0.0,0.0,0
Delhi,2000-03-30,37.1,11.2,0.0,1.5398022993400682,1.5398022993400682,10
Delhi,2000-03-31,37.7,10.5,0.0,0.2912326480441212,0.2912326480441212,1
Delhi,2000-04-01,35.9,19.1,0.0,2.9059349715986675,2.9059349715986675,19
Delhi,2000-04-02,33.6,24.7,0.0,0.0,0.0,0
Delhi,2000-04-03,34.8,17.8,0.0,0.0,0.0,0
Delhi,2000-04-04,36.0,11.2,0.0,0.0,0.0,0
Delhi,2000-04-05,35.7,12.8,0.0,0.0,0.0,0
Delhi,2000-04-06,34.6,21.2,0.0,0.8883608311937281,0.8883608311937281,5
Delhi,2000-04-07,36.6,12.8,0.0,0.783165816539668,0.783165816539668,5
Delhi,2000-04-08,37.1,19.8,0.0,0.01534036992738267,0.01534036992738267,0
Delhi,2000-04-09,36.2,24.8,0.0,0.0,0.0,0
Delhi,2000-04-10,36.3,16.8,0.0,0.0,0.0,0
Delhi,2000-04-11,37.9,11.5,0.0,0.0,0.0,0
Delhi,2000-04-12,38.6,10.1,0.0,0.0,0.0,0
Delhi,2000-04-13,39.5,11.2,0.5,0.0,0.5,3
Delhi,2000-04-14,39.1,12.3,1.1,19.383857134998028,18.283857134998026,100
Delhi,2000-04-15,36.0,13.6,0.0,1.2121525704436151,1.2121525704436151,8
Delhi,2000-04-16,37.2,10.2,0.0,5.65855770363159,5.65855770363159,37
Delhi,2000-04-17,38.5,12.1,0.0,0.5237334384955169,0.5237334384955169,3
Delhi,2000-04-18,40.4,16.3,0.0,0.7726511721682932,0.7726511721682932,5
Delhi,2000-04-19,41.3,20.5,0.0,0.0,0.0,0
Delhi,2000-04-20,40.6,12.7,0.2,20.0,19.8,100
Delhi,2000-04-21,40.5,19.5,1.0,0.9204583736523494,0.0795416263476506,0
Delhi,2000-04-22,37.6,21.7,0.0,0.18069062982307932,0.18069062982307932,1
Delhi,2000-04-23,35.7,18.2,0.7,8.089726337455858,7.3897263374558575,49
Delhi,2000-04-24,39.4,17.8,0.4,0.0,0.4,2
Delhi,2000-04-25,40.8,18.1,0.0,0.9046420270008374,0.9046420270008374,6
Delhi,2000-04-26,39.6,23.0,1.2,1.09586469088427,0.10413530911572999,0
Delhi,2000-04-27,38.3,19.4,0.7,0.0,0.7,4
Delhi,2000-04-28,40.0,13.8,0.0,3.4284684435450616,3.4284684435450616,22
Delhi,2000-04-29,39.9,17.1,0.0,2.255799098060322,2.255799098060322,15
Delhi,2000-04-30,41.0,14.5,0.0,2.3730958411291407,2.3730958411291407,15
Delhi,2000-05-01,41.8,28.2,0.0,0.0,0.0,0
Delhi,2000-05-02,42.6,16.5,0.0,4.208382932808298,4.208382932808298,28
Delhi,2000-05-03,40.2,15.9,0.0,0.0,0.0,0
Delhi,2000-05-04,40.2,19.9,0.0,1.7605712814008108,1.7605712814008108,11
Delhi,2000-05-05,38.6,24.4,1.8,8.371366877429937,6.571366877429937,43
Delhi,2000-05-06,33.5,23.3,1.6,0.0,1.6,10
Delhi,2000-05-07,32.9,23.4,5.4,3.7011068111916847,1.6988931888083156,11
Delhi,2000-05-08,35.1,14.0,0.3,0.5989540952629236,0.29895409526292366,1
Delhi,2000-05-09,37.2,17.1,0.0,0.0,0.0,0
Delhi,2000-05-10,39.6,11.5,0.0,0.0,0.0,0
Delhi,2000-05-11,41.0,9.5,0.0,0.20568892441808198,0.20568892441808198,1
Delhi,2000-05-12,40.2,24.3,4.2,1.0130888588216855,3.1869111411783146,21
Delhi,2000-05-13,35.1,20.5,13.5,14.920777291905544,1.4207772919055444,9
Delhi,2000-05-14,35.3,21.4,9.0,6.24172729729859,2.75827270270141,18
Delhi,2000-05-15,39.5,25.8,0.0,4.649803215052618,4.649803215052618,30
Delhi,2000-05-16,39.5,27.6,0.0,0.0,0.0,0
Delhi,2000-05-17,40.8,25.3,0.0,0.0,0.0,0
Delhi,2000-05-18,41.6,22.8,0.0,2.440551652109009,2.440551652109009,16
Delhi,2000-05-19,42.1,20.4,0.0,0.0,0.0,0
Delhi,2000-05-20,42.5,16.8,0.7,1.3823798038123882,0.6823798038123883,4
Delhi,2000-05-21,41.3,19.9,1.0,4.921428262847284,3.921428262847284,26
Delhi,2000-05-22,40.0,21.8,0.0,0.0,0.0,0
Delhi,2000-05-23,39.6,18.8,0.0,0.5539015755969127,0.5539015755969127,3
Delhi,2000-05-24,41.4,19.8,0.0,0.7796483827452706,0.7796483827452706,5
Delhi,2000-05-25,42.3,27.5,0.0,2.345468615331931,2.345468615331931,15
Delhi,2000-05-26,43.0,27.6,0.0,0.0,0.0,0
Delhi,2000-05-27,42.7,24.1,0.0,0.0,0.0,0
Delhi,2000-05-28,42.3,26.5,0.0,1.5658246968506928,1.5658246968506928,10
Delhi,2000-05-29,43.4,25.8,0.0,0.8909540196995582,0.8909540196995582,5
Delhi,2000-05-30,42.8,25.6,0.0,0.7514785510376296,0.7514785510376296,5
Delhi,2000-05-31,39.1,17.8,4.9,5.939344628490927,1.0393446284909267,6
Delhi,2000-06-01,40.6,18.0,0.3,20.0,19.7,100
Delhi,2000-06-02,40.3,12.2,0.0,0.6967610914830107,0.6967610914830107,4
Delhi,2000-06-03,39.3,16.0,9.1,9.979217419896043,0.8792174198960439,5
Delhi,2000-06-04,35.8,19.8,0.0,0.0,0.0,0
Delhi,2000-06-05,37.3,12.2,0.0,5.5973235334342695,5.5973235334342695,37
Delhi,2000-06-06,34.6,19.4,8.1,9.521498762735362,1.4214987627353626,9
Delhi,2000-06-07,30.1,20.8,83.1,79.52608950839205,3.573910491607947,23
Delhi,2000-06-08,28.8,17.4,10.9,12.869660825901489,1.9696608259014887,13
Delhi,2000-06-09,32.4,13.1,0.0,0.0,0.0,0
Delhi,2000-06-10,35.0,17.8,0.3,2.661253811227356,2.361253811227356,15
Delhi,2000-06-11,35.5,11.8,0.0,3.4757867370222124,3.4757867370222124,23
Delhi,2000-06-12,36.5,12.4,0.0,0.0,0.0,0
Delhi,2000-06-13,37.2,14.0,0.0,2.8901283877329655,2.8901283877329655,19
Delhi,2000-06-14,37.3,21.5,0.0,1.238342780809495,1.238342780809495,8
Delhi,2000-06-15,38.2,19.6,0.3,2.7661804799834697,2.46618047998347,16
Delhi,2000-06-16,37.0,16.0,0.0,5.690378947961842,5.690378947961842,37
Delhi,2000-06-17,37.2,15.9,0.0,0.0,0.0,0
Delhi,2000-06-18,37.6,16.2,0.0,0.0,0.0,0
Delhi,2000-06-19,35.1,18.1,0.0,0.0,0.0,0
Delhi,2000-06-20,34.4,15.8,0.0,0.0,0.0,0
Delhi,2000-06-21,37.7,12.5,0.0,0.0,0.0,0
Delhi,2000-06-22,38.6,15.5,0.3,1.3234559244499318,1.0234559244499317,6
Delhi,2000-06-23,37.1,11.7,0.0,0.8300723979900572,0.8300723979900572,5
Delhi,2000-06-24,38.2,20.1,1.4,3.8815497471080715,2.4815497471080716,16
Delhi,2000-06-25,38.2,23.1,0.0,0.03900567563372106,0.03900567563372106,0
Delhi,2000-06-26,38.2,22.5,0.0,4.360602231471951,4.360602231471951,29
Delhi,2000-06-27,37.7,20.3,0.1,0.0,0.1,0
Delhi,2000-06-28,38.0,12.6,0.4,8.560507499768857,8.160507499768856,54
Delhi,2000-06-29,34.7,19.2,2.9,4.777002043295019,1.8770020432950187,12
Delhi,2000-06-30,32.1,17.7,0.6,0.0,0.6,4
Delhi,2000-07-01,32.3,17.2,15.0,11.787322505816663,3.212677494183337,21
Delhi,2000-07-02,33.0,14.7,6.1,7.547417245729555,1.4474172457295555,9
Delhi,2000-07-03,33.3,11.0,0.6,20.0,19.4,100
Delhi,2000-07-04,34.4,11.2,4.7,6.842001482276276,2.1420014822762754,14
Delhi,2000-07-05,37.0,8.2,1.0,2.4197128737206346,1.4197128737206346,9
Delhi,2000-07-06,38.4,12.9,0.1,0.0,0.1,0
Delhi,2000-07-07,36.9,10.7,1.2,0.0,1.2,8
Delhi,2000-07-08,32.6,15.3,8.0,3.4554583259424057,4.544541674057594,30
Delhi,2000-07-09,33.9,9.9,10.4,9.060455143798936,1.339544856201064,8
Delhi,2000-07-10,33.5,11.7,19.3,21.86919638297042,2.569196382970418,17
Delhi,2000-07-11,32.2,14.8,31.7,32.34228123239061,0.6422812323906122,4
Delhi,2000-07-12,31.7,18.3,6.8,3.0627836638640358,3.737216336135964,24
Delhi,2000-07-13,33.0,18.0,9.7,10.219542777553546,0.5195427775535464,3
Delhi,2000-07-14,31.6,23.9,10.4,11.55595213918651,1.1559521391865104,7
Delhi,2000-07-15,29.7,13.4,8.9,6.248427691396602,2.6515723086033987,17
Delhi,2000-07-16,31.6,14.5,24.0,24.461175317836584,0.4611753178365845,3
Delhi,2000-07-17,30.7,14.0,23.4,23.574626155338,0.1746261553380002,1
Delhi,2000-07-18,28.3,9.6,4.8,1.3710891065081308,3.428910893491869,22
Delhi,2000-07-19,26.4,6.9,44.0,45.07336208104485,1.0733620810448485,7
Delhi,2000-07-20,31.8,15.5,17.6,19.282353579104704,1.6823535791047028,11
Delhi,2000-07-21,29.9,27.4,0.9,4.149153729525831,3.249153729525831,21
Delhi,2000-07-22,26.2,22.1,4.2,7.361406156104709,3.161406156104709,21
Delhi,2000-07-23,29.0,15.6,0.5,0.0,0.5,3
Delhi,2000-07-24,29.4,14.8,2.1,0.0,2.1,14
Delhi,2000-07-25,30.6,19.2,1.8,3.345105801625979,1.545105801625979,10
Delhi,2000-07-26,32.2,15.8,3.3,4.8413578527366266,1.5413578527366267,10
Delhi,2000-07-27,31.0,8.5,0.6,2.1451430589181437,1.5451430589181436,10
Delhi,2000-07-28,31.9,7.4,2.4,6.041805528035836,3.6418055280358357,24
Delhi,2000-07-29,33.3,9.0,0.2,1.912671532079501,1.712671532079501,11
Delhi,2000-07-30,33.7,11.6,0.5,3.9066969205417967,3.4066969205417967,22
Delhi,2000-07-31,32.7,12.3,0.1,2.962005290479607,2.862005290479607,19
Delhi,2000-08-01,33.1,17.0,0.6,2.554173753917394,1.9541737539173938,13
Delhi,2000-08-02,33.2,17.6,0.0,0.0,0.0,0
Delhi,2000-08-03,32.7,20.0,0.0,2.276907661479802,2.276907661479802,15
Delhi,2000-08-04,34.1,17.1,0.0,0.0,0.0,0
Delhi,2000-08-05,34.4,17.6,0.0,0.0,0.0,0
Delhi,2000-08-06,34.8,15.7,0.0,0.0,0.0,0
Delhi,2000-08-07,35.1,13.9,0.0,0.24562241815896768,0.24562241815896768,1
Delhi,2000-08-08,36.4,16.5,0.0,6.943975700020526,6.943975700020526,46
Delhi,2000-08-09,35.6,12.0,0.2,0.0,0.2,1
Delhi,2000-08-10,28.9,16.6,12.3,14.35878057112354,2.05878057112354,13
Delhi,2000-08-11,28.8,13.0,28.1,3.2618523864310447,24.838147613568957,100
Delhi,2000-08-12,31.3,16.1,4.1,2.6842044026316993,1.4157955973683003,9
Delhi,2000-08-13,32.1,13.6,0.4,3.6668517909020983,3.2668517909020984,21
Delhi,2000-08-14,32.3,8.6,0.9,1.0928400572863883,0.1928400572863883,1
Delhi,2000-08-15,32.8,9.6,5.8,2.5667656662120812,3.2332343337879186,21
Delhi,2000-08-16,31.8,13.8,6.4,4.254088872220096,2.145911127779905,14
Delhi,2000-08-17,33.2,15.2,0.0,2.0387932468040275,2.0387932468040275,13
Delhi,2000-08-18,32.6,13.1,2.2,0.00890010484858994,2.1910998951514102,14
Delhi,2000-08-19,30.3,10.6,8.6,9.249375768745924,0.6493757687459247,4
Delhi,2000-08-20,31.4,8.1,4.1,4.236715519711441,0.13671551971144158,0
Delhi,2000-08-21,31.1,10.0,9.5,7.545198957182549,1.9548010428174507,13
Delhi,2000-08-22,31.1,14.1,2.0,11.568167732024023,9.568167732024023,63
Delhi,2000-08-23,31.9,7.4,5.7,7.601757066954034,1.9017570669540342,12
Delhi,2000-08-24,32.5,8.5,0.3,0.0,0.3,2
Delhi,2000-08-25,33.1,12.2,0.0,0.5593629443082829,0.5593629443082829,3
Delhi,2000-08-26,32.1,10.6,3.1,18.885359394305162,15.785359394305162,100
Delhi,2000-08-27,32.8,7.1,0.8,3.357300004388672,2.557300004388672,17
Delhi,2000-08-28,31.6,11.3,6.2,3.822437784701898,2.377562215298102,15
Delhi,2000-08-29,32.7,12.2,26.4,26.0557906755993,0.3442093244006976,2
Delhi,2000-08-30,32.8,18.9,8.0,9.51496183694137,1.5149618369413709,10
Delhi,2000-08-31,32.9,15.2,0.5,3.0972655825103645,2.5972655825103645,17
Delhi,2000-09-01,32.8,13.2,0.0,0.0,0.0,0
Delhi,2000-09-02,33.4,17.5,0.0,0.0,0.0,0
Delhi,2000-09-03,33.1,11.2,0.1,0.0,0.1,0
Delhi,2000-09-04,33.0,9.4,2.7,0.7400123022788645,1.9599876977211357,13
Delhi,2000-09-05,32.4,11.6,0.2,5.496362720843291,5.296362720843291,35
Delhi,2000-09-06,32.1,10.0,4.6,14.185054867117135,9.585054867117135,63
Delhi,2000-09-07,33.8,9.0,1.4,0.0,1.4,9
Delhi,2000-09-08,34.4,11.9,0.0,2.753585841164328,2.753585841164328,18
Delhi,2000-09-09,33.7,12.4,0.9,7.2664685910379,6.3664685910379,42
Delhi,2000-09-10,33.3,17.5,0.4,3.4973957816534402,3.0973957816534403,20
Delhi,2000-09-11,33.2,15.8,0.0,0.0,0.0,0
Delhi,2000-09-12,33.0,14.8,0.0,20.0,20.0,100
Delhi,2000-09-13,33.7,18.2,0.0,3.8007334475598684,3.8007334475598684,25
Delhi,2000-09-14,34.3,12.9,0.0,0.0,0.0,0
Delhi,2000-09-15,33.6,8.8,0.0,18.668541715561314,18.668541715561314,100
Delhi,2000-09-16,34.1,8.3,0.0,2.3239021602880103,2.3239021602880103,15
Delhi,2000-09-17,36.3,10.5,0.0,0.0,0.0,0
Delhi,2000-09-18,35.8,13.0,0.0,0.0,0.0,0
Delhi,2000-09-19,33.1,12.3,0.0,0.0,0.0,0
Delhi,2000-09-20,32.3,11.6,0.6,20.0,19.4,100
Delhi,2000-09-21,32.2,10.9,0.0,0.0,0.0,0
Delhi,2000-09-22,32.2,9.8,0.0,0.0,0.0,0
Delhi,2000-09-23,33.1,10.0,0.0,4.897233911794906,4.897233911794906,32
Delhi,2000-09-24,34.0,11.3,0.0,0.0,0.0,0
Delhi,2000-09-25,34.9,8.3,0.3,0.0,0.3,2
Delhi,2000-09-26,33.1,14.2,0.4,0.792221731858274,0.392221731858274,2
Delhi,2000-09-27,33.2,7.8,0.0,4.323819867198346,4.323819867198346,28
Delhi,2000-09-28,33.5,8.0,0.6,0.0,0.6,4
Delhi,2000-09-29,33.7,9.2,0.0,3.489491256464879,3.489491256464879,23
Delhi,2000-09-30,33.5,10.8,0.0,0.030699183058761147,0.030699183058761147,0
Delhi,2000-10-01,33.8,9.3,0.0,0.0,0.0,0
Delhi,2000-10-02,34.2,10.5,0.0,1.3863104227898122,1.3863104227898122,9
Delhi,2000-10-03,35.0,13.8,0.0,0.5971790867204101,0.5971790867204101,3
Delhi,2000-10-04,34.8,8.5,0.0,0.0,0.0,0
Delhi,2000-10-05,34.1,8.0,0.0,0.20940625497005674,0.20940625497005674,1
Delhi,2000-10-06,34.2,7.4,0.0,0.0,0.0,0
Delhi,2000-10-07,34.9,8.9,0.0,0.34055203575374415,0.34055203575374415,2
Delhi,2000-10-08,35.3,13.0,0.0,1.98639202356314,1.98639202356314,13
Delhi,2000-10-09,35.7,12.3,0.0,4.758050448436056,4.758050448436056,31
Delhi,2000-10-10,34.9,12.1,0.0,0.0,0.0,0
Delhi,2000-10-11,34.2,11.1,0.5,6.8991001239688,6.3991001239688,42
Delhi,2000-10-12,34.1,12.6,0.0,20.0,20.0,100
Delhi,2000-10-13,34.1,16.6,0.0,0.0,0.0,0
Delhi,2000-10-14,34.0,15.5,0.0,1.7649516194537296,1.7649516194537296,11
Delhi,2000-10-15,33.8,19.3,0.0,0.8429756032050979,0.8429756032050979,5
Delhi,2000-10-16,33.4,12.2,0.0,0.0,0.0,0
Delhi,2000-10-17,33.0,9.0,0.0,0.0,0.0,0
Delhi,2000-10-18,33.7,9.7,0.0,0.0,0.0,0
Delhi,2000-10-19,34.0,9.4,0.0,0.0,0.0,0
Delhi,2000-10-20,34.4,9.3,0.0,2.548806291063074,2.548806291063074,16
Delhi,2000-10-21,34.1,11.6,0.0,1.071046457895142,1.071046457895142,7
Delhi,2000-10-22,33.9,9.0,0.0,0.0,0.0,0
Delhi,2000-10-23,33.3,9.5,0.0,2.6987996262997522,2.6987996262997522,17
Delhi,2000-10-24,33.5,9.8,0.0,0.921898562629828,0.921898562629828,6
Delhi,2000-10-25,32.6,7.2,0.0,2.4385863565168804,2.4385863565168804,16
Delhi,2000-10-26,32.5,11.4,0.0,1.8888865257708367,1.8888865257708367,12
Delhi,2000-10-27,31.6,9.8,0.0,0.0,0.0,0
Delhi,2000-10-28,31.0,10.1,0.0,0.0,0.0,0
Delhi,2000-10-29,31.0,9.0,0.0,2.2418808153697856,2.2418808153697856,14
Delhi,2000-10-30,31.2,10.0,0.0,1.8311107963003945,1.8311107963003945,12
Delhi,2000-10-31,30.7,9.3,0.0,0.0,0.0,0
Delhi,2000-11-01,30.1,10.2,0.0,0.35198214992634597,0.35198214992634597,2
Delhi,2000-11-02,29.4,9.5,0.0,3.8329946873652747,3.8329946873652747,25
Delhi,2000-11-03,29.5,8.7,0.0,0.0,0.0,0
Delhi,2000-11-04,29.9,9.4,0.0,1.6412921435101138,1.6412921435101138,10
Delhi,2000-11-05,30.3,11.5,0.0,0.0,0.0,0
Delhi,2000-11-06,30.7,10.3,0.0,0.0,0.0,0
Delhi,2000-11-07,31.3,10.4,0.0,3.2963305559615703,3.2963305559615703,21
Delhi,2000-11-08,31.6,10.0,0.0,2.4762490469640897,2.4762490469640897,16
Delhi,2000-11-09,31.9,14.5,0.0,2.4405289080019155,2.4405289080019155,16
Delhi,2000-11-10,30.4,21.1,0.0,3.916436421462987,3.916436421462987,26
Delhi,2000-11-11,29.3,15.6,0.0,0.06301152489827715,0.06301152489827715,0
Delhi,2000-11-12,29.1,14.3,0.0,17.954141086115108,17.954141086115108,100
Delhi,2000-11-13,28.8,9.4,0.0,0.0,0.0,0
Delhi,2000-11-14,29.2,10.6,0.0,0.9724990574653263,0.9724990574653263,6
Delhi,2000-11-15,27.4,12.8,0.0,0.0,0.0,0
Delhi,2000-11-16,26.7,10.1,0.0,0.2909878949781546,0.2909878949781546,1
Delhi,2000-11-17,28.6,11.8,0.0,1.7854710763107409,1.7854710763107409,11
Delhi,2000-11-18,28.6,10.4,0.0,0.0,0.0,0
Delhi,2000-11-19,26.0,10.6,0.0,6.27716182705638,6.27716182705638,41
Delhi,2000-11-20,27.3,10.8,0.0,20.0,20.0,100
Delhi,2000-11-21,26.9,8.5,0.0,0.0,0.0,0
Delhi,2000-11-22,26.5,9.7,0.0,3.4743326205002036,3.4743326205002036,23
Delhi,2000-11-23,26.1,9.7,0.0,2.374988081888808,2.374988081888808,15
Delhi,2000-11-24,26.9,14.0,0.0,1.8723594511564654,1.8723594511564654,12
Delhi,2000-11-25,24.9,18.6,0.0,1.8850365277928396,1.8850365277928396,12
Delhi,2000-11-26,24.5,10.5,0.0,0.0,0.0,0
Delhi,2000-11-27,23.6,7.9,1.2,0.0,1.2,8
Delhi,2000-11-28,23.6,12.5,0.0,0.227413674581179,0.227413674581179,1
Delhi,2000-11-29,23.4,16.0,0.0,0.0,0.0,0
Delhi,2000-11-30,22.8,19.2,0.0,2.9253592002532534,2.9253592002532534,19
Delhi,2000-12-01,22.4,17.4,0.0,0.0,0.0,0
Delhi,2000-12-02,22.2,14.2,0.0,0.0,0.0,0
Delhi,2000-12-03,22.8,10.2,0.0,0.0,0.0,0
Delhi,2000-12-04,24.4,18.4,0.0,1.238794362826873,1.238794362826873,8
Delhi,2000-12-05,24.1,11.8,0.0,0.0,0.0,0
Delhi,2000-12-06,24.2,10.8,0.0,0.0,0.0,0
Delhi,2000-12-07,24.8,11.1,0.0,0.7310616344757369,0.7310616344757369,4
Delhi,2000-12-08,26.0,11.1,0.0,0.7348997133261683,0.7348997133261683,4
Delhi,2000-12-09,24.4,14.0,0.0,0.0,0.0,0
Delhi,2000-12-10,22.3,9.7,0.0,0.0,0.0,0
Delhi,2000-12-11,22.3,13.1,0.0,0.6961498120729088,0.6961498120729088,4
Delhi,2000-12-12,22.4,14.1,0.0,0.0,0.0,0
Delhi,2000-12-13,22.7,11.8,0.0,0.0,0.0,0
Delhi,2000-12-14,24.0,13.2,0.0,0.0,0.0,0
Delhi,2000-12-15,23.6,9.6,0.0,0.0,0.0,0
Delhi,2000-12-16,25.0,9.2,0.0,19.067277303205987,19.067277303205987,100
Delhi,2000-12-17,25.6,9.2,0.0,4.426068650848656,4.426068650848656,29
